Year,Daytime Slope,Daytime Intercept,Nighttime Slope,Nighttime Intercept
2015,0.7707550531561052,4.113370621888681,0.9748320938483294,1.9312348733617863
2016,0.8228927953351683,3.0591104869557597,0.9808129229009669,1.572216063037816
2017,0.8328866190480962,1.7675068174016921,0.9920235936580984,1.7279482408650892
2018,0.8060516295499095,3.19021567757445,0.9808008205565618,1.703377810046618
2019,0.9402373837173897,-1.0227617136475438,0.9545092535234527,2.218867659334588
2020,0.7856758659221038,3.000322033852747,0.9503572048223875,2.4650720683766227
2021,0.8160886924775373,2.1324280461359706,0.9832459931820713,2.2938393266480226
2022,0.8213103841740433,1.9851444063076968,0.9785304459434863,2.4838842512673747
2023,0.8663804539420952,1.6766472025831263,0.981089162800631,2.4803108386850248
