Year,Daytime Slope,Daytime Intercept,Nighttime Slope,Nighttime Intercept
2015,0.7438621110544222,4.409308562724899,0.9493272382424418,1.7349579348917192
2016,0.7845949651646342,3.227976532419781,0.9544743868676343,1.7553220050077076
2017,0.8073390374048971,1.7210450090758727,0.9532242281513945,1.8943524209035498
2018,0.7970712916494881,3.262222569749394,0.9551499167093499,1.3566472986347744
2019,0.8403354845910909,2.0231859185856393,0.935061544293577,1.9870299681144754
2020,0.7965868699504537,3.1284902957733998,0.9441753917974339,2.002672478129636
2021,0.8424919575017066,1.7047008328539377,0.9796369808058789,1.5337701329045945
2022,0.8305956123906446,1.9059835478348965,0.9829251254710194,1.5013605668166026
2023,0.8873232224527459,1.3581675578370422,0.9901449669747692,1.2229589801933063
