Year,Daytime Slope,Daytime Intercept,Nighttime Slope,Nighttime Intercept
2015,0.7629644539838196,3.860193907461987,0.9961442251142656,1.5150597790884532
2016,0.7755040513008284,3.5684570266034648,0.9961453800507151,1.4501897262849397
2017,0.7978694919730298,2.0168237200362213,0.9620169661729296,2.1142015684206505
2018,0.7654141463259625,3.328702147983442,0.9677919227326645,1.7174834844328952
2019,0.78812555087218,2.937702657810192,0.976070519532516,2.1116843995063412
2020,0.7791283838442103,2.8590398973019013,0.9795468122130855,1.862848150596184
2021,0.8042824748396727,2.125012755477986,0.9834287058162955,1.785737275926401
2022,0.7810986736770137,2.4325549215866857,0.9709058470348442,2.0325135931850795
2023,0.8528774041669744,2.025062194332932,1.009890039402192,1.1919224698157347
